creativeID,brand,"successclick
",successconversion
6183,1400,3,0
1470,153,2041,40
2476,803,137,0
4675,803,5,0
655,1400,92,0
5491,1400,158,0
1114,1400,143,2
1738,153,31,1
2098,803,103,0
3265,803,28,0
1376,1400,69,0
4834,1400,152,1
5961,37,15,0
621,1400,330,5
2706,1400,119,2
3827,1400,1232,5
491,1400,123,1
3060,1400,410,0
2568,191,530,2
1103,803,12,0
6531,1400,11,0
380,1400,4,0
458,1400,9,0
1174,1400,1,0
313,1400,3,0
5999,53,26,0
5274,1400,32,0
3317,1400,127,0
2335,59,674,0
2446,161,3,0
2589,1400,2,0
4674,1400,153,1
5787,1400,87,0
1440,1400,359,2
1642,803,34,0
3622,50,632,4
5488,1400,29,0
5799,1400,387,8
2279,1400,172,1
5511,1400,245,2
1251,1400,236,7
4075,803,27,0
2583,1400,165,3
3556,803,33,0
4935,1400,256,2
701,1400,711,10
3999,111,56,5
4853,403,58,0
1762,93,58,0
481,93,34,0
4944,1400,9,0
5273,101,535,23
4225,93,39,0
2500,111,176,7
2049,153,331,23
2339,1400,484,5
3948,1400,83,1
3848,803,27,0
2425,803,25,0
3558,1400,381,2
5451,59,30,0
2499,381,519,27
1007,403,99,2
3432,381,578,18
1613,803,23,0
3938,1400,35,0
385,1400,9,0
2698,381,67,1
1265,101,246,0
3915,803,123,0
4755,381,12,1
240,7,9,0
4298,1400,280,5
136,93,21,0
6189,56,19,1
720,153,329,2
305,1400,51,1
4019,1400,64,0
6345,381,742,128
1368,1400,29,0
121,403,19,1
100,59,1094,0
3294,1400,577,5
1067,1400,201,0
2653,803,110,0
6212,1400,83,0
1143,381,252,12
4898,1400,49,0
1954,1400,149,2
4317,803,111,0
509,1400,179,3
350,1400,391,2
519,34,59,0
2090,1400,112,0
1737,1400,416,4
134,1400,15,0
1553,93,26,0
5074,1400,34,0
4883,1400,27,0
704,1400,150,1
2346,1400,95,0
6279,803,128,1
2636,403,1114,42
2106,93,61,0
567,403,39,1
6081,55,51,0
6577,161,163,0
4388,93,69,0
3342,1400,21,1
101,1400,27,0
1996,1400,726,8
2804,101,289,3
5367,403,354,14
4177,53,490,0
5321,1400,19,0
119,1400,25,1
5138,308,177,22
3416,803,7,0
4119,1400,107,0
1315,1400,120,1
2819,53,639,9
537,381,8,0
2328,1400,134,1
4654,803,33,0
2536,803,19,0
4347,53,184,6
469,1400,350,7
5422,403,72,4
3115,1400,28,0
5669,381,10,0
1375,53,261,1
5412,101,142,0
5370,1400,370,9
4138,1400,233,8
1585,93,50,0
4353,1400,323,6
2601,93,33,0
2398,1400,154,0
4097,1400,506,1
3755,803,117,0
127,93,9,0
6255,35,347,113
6096,1400,323,6
270,1400,199,4
5109,1400,56,0
3117,803,29,0
5590,42,190,10
1379,1400,263,5
3708,1400,36,0
6375,1400,15,0
1228,1400,75,0
467,803,33,0
283,24,72,0
2120,93,29,0
3021,101,148,0
295,803,145,0
3759,1400,41,1
1589,1400,56,1
3916,1400,761,4
1254,1400,157,0
5433,1400,107,1
1306,55,10,1
2237,1400,131,2
4358,1400,74,0
1850,1400,24,0
65,1400,11,0
3033,1400,43,1
285,1400,464,4
5976,1400,87,0
3804,1400,51,0
6067,1400,32,0
1060,1400,14,0
1898,161,13,0
4060,1400,119,1
5953,1400,281,3
4961,1400,282,3
1237,191,1592,1
3286,160,31,0
6557,93,33,0
685,803,5,0
2416,1400,5,0
4872,161,13,0
3864,1400,376,1
1419,93,2,0
1221,308,121,6
6539,161,227,1
5224,1400,31,0
2850,1400,26,2
1100,1400,5,0
526,153,277,2
3664,1400,59,1
4133,1400,21,0
1479,803,119,0
730,1400,188,2
6006,803,46,0
3927,1400,33,0
3692,1400,440,8
3010,1400,55,0
405,803,23,0
2453,803,4,0
6468,93,5,0
6070,191,233,0
752,381,44,0
2845,93,21,0
5639,803,26,0
4585,191,11,0
4876,803,102,0
6323,1400,32,0
4422,803,27,0
5387,803,33,2
6342,1400,480,4
4186,803,158,1
2381,1400,15,0
4693,803,120,0
1245,93,70,0
2552,93,70,1
586,1400,54,0
3659,803,140,0
1742,803,28,0
5110,803,170,0
6052,1400,307,2
4648,803,27,0
5860,1400,566,1
4642,193,35,1
3433,24,45,0
3863,1400,36,0
4046,1400,52,0
6131,403,296,29
5120,803,116,0
1531,803,16,0
2032,1400,35,0
3686,403,19,0
1580,1400,451,8
2426,93,53,0
4963,111,86,0
1248,803,166,0
5377,1400,174,0
5651,1400,520,5
5407,803,16,0
6537,161,7,0
1678,1400,27,0
3807,803,136,0
1525,803,15,0
5920,42,185,8
2204,1400,677,8
5046,381,34,2
5975,161,8,0
2776,803,33,0
2702,34,14,1
695,55,106,1
3161,803,13,0
4895,101,985,6
1444,1400,9,0
1094,34,25,0
907,803,150,0
413,1400,17,0
819,1400,36,1
5811,803,12,0
2461,1400,310,4
2572,191,438,1
477,1400,6,0
2247,1400,76,1
5141,803,111,0
1858,803,262,0
256,803,29,0
218,1400,30,0
126,803,119,0
5730,803,131,0
497,1400,154,2
94,803,145,1
3409,803,131,0
3522,803,152,0
5525,1400,8,0
2645,1400,25,0
4592,803,19,1
4928,1400,44,0
4765,53,89,0
4051,160,26,0
6346,42,96,3
2133,193,38,0
2513,803,22,0
3552,1400,49,0
3731,53,802,6
3729,55,24,0
416,803,144,0
1670,50,892,46
5489,1400,139,0
3494,803,32,0
4723,52,203,6
4940,1400,296,1
1290,403,7,0
1880,161,1,0
1942,161,4,0
5879,78,132,2
4652,803,25,0
4525,803,30,0
4183,1400,15,0
2596,803,27,0
56,1400,194,2
775,803,127,1
204,55,78,1
4428,161,14,0
3482,1400,60,0
260,1400,58,0
1792,1400,19,1
679,381,351,9
1310,160,81,0
168,47,781,25
399,1400,17,0
2738,803,127,1
1907,53,324,17
1853,1400,145,0
297,1400,430,7
5215,1400,207,1
1054,803,3,1
4550,1400,13,0
6027,1400,25,0
6553,1400,25,0
718,42,5,0
787,803,151,0
2760,93,47,0
5054,803,41,0
4144,1400,31,0
5825,803,28,0
3868,160,14,0
4429,1400,88,0
4952,1400,8,0
6158,1400,16,0
6335,1400,141,0
4479,153,117,29
41,7,143,9
2362,803,17,0
2742,59,66,0
5196,1400,27,0
608,381,6,0
23,53,1056,22
2544,35,89,23
4571,161,8,0
1059,161,20,0
4787,381,45,1
1928,1400,59,2
937,25,26,0
2683,1400,26,0
1667,1400,30,0
4157,160,86,0
2718,1400,35,0
676,1400,30,0
3725,1400,144,0
5866,803,41,0
2548,1400,33,1
1682,1400,854,6
5941,1400,315,3
5271,161,7,0
1829,53,415,7
3473,1400,235,1
5894,1400,45,0
3738,803,133,0
2724,381,3,1
6298,1400,480,2
4520,1400,73,0
4103,1400,141,2
5365,1400,93,0
836,803,25,0
958,803,152,0
5850,803,24,0
4501,803,129,0
3657,1400,7,0
1000,308,271,3
2151,50,118,0
1005,1400,131,0
447,1400,30,0
1657,1400,40,0
2876,1400,29,0
5504,52,98,0
2995,193,109,1
2150,153,316,3
4011,101,464,12
5472,50,294,7
3582,161,34,0
5609,403,15,0
139,1400,24,0
5532,1400,44,0
1472,1400,15,0
2357,191,19,0
5403,1400,90,0
3472,50,72,0
2060,1400,15,0
4190,41,467,41
2654,1400,88,1
5592,1400,147,0
5704,1400,129,0
26,50,292,7
4474,53,202,0
5633,59,40,0
744,803,109,0
1235,1400,7,0
2973,1400,52,1
803,161,3,0
1616,803,28,0
1712,1400,31,0
5063,1400,221,0
5665,1400,194,0
5243,803,19,0
6059,53,332,4
3674,1400,11,0
5079,1400,41,1
6132,1400,31,1
3508,1400,4,0
146,803,121,0
280,1400,161,1
3032,803,145,0
379,1400,34,0
1495,37,289,17
4559,803,28,0
4276,403,15,0
825,308,416,9
3774,1400,16,0
1135,111,178,1
3427,1400,280,2
3742,193,83,2
6399,1400,214,1
742,50,1536,22
4855,59,25,0
6385,93,26,0
3876,1400,84,1
1677,1400,77,0
6286,1400,66,1
4614,1400,77,1
2555,1400,439,2
2896,93,94,0
743,160,33,0
4481,1400,14,0
1464,1400,138,1
3421,1400,36,0
4108,55,9,0
935,803,115,1
1637,803,144,0
2700,803,15,0
6576,1400,109,0
277,93,34,0
2669,1400,271,2
4709,1400,137,0
872,803,31,0
252,803,23,0
5232,1400,230,0
2484,50,287,1
1050,1400,42,2
4957,1400,15,0
4211,803,11,0
3617,1400,279,2
2005,1400,86,0
4616,50,994,2
4807,1400,92,0
6572,161,14,0
6123,403,3,1
5760,1400,105,2
1384,1400,195,1
3516,803,16,0
5361,56,171,18
6127,1400,6,0
1635,111,14,0
3052,381,119,23
4308,1400,37,0
3254,1400,48,0
1947,1400,68,2
155,803,102,1
4237,403,87,3
3144,53,476,1
795,1400,38,1
3751,803,11,0
2612,803,6,0
2545,803,27,0
5523,1400,10,0
80,1400,124,1
4515,1400,31,1
1570,191,160,0
4590,803,18,0
1458,803,149,1
3744,803,117,0
4395,1400,304,5
516,1400,137,0
4342,1400,130,1
4296,1400,94,1
6321,803,117,0
4610,1400,10,1
6330,93,29,0
864,1400,15,1
6263,381,12,0
5419,56,545,69
1381,93,23,0
1232,1400,196,3
2867,1400,31,1
3378,53,34,1
290,1400,109,1
4913,381,23,1
2663,803,161,1
555,1400,24,0
1367,34,45,2
3087,381,338,15
4760,803,24,0
843,381,9,0
1190,1400,11,0
1747,1400,159,1
1631,1400,51,0
5537,1400,176,0
2851,1400,240,0
2892,1400,58,0
421,803,208,0
293,1400,97,0
755,193,27,0
5118,1400,52,1
1845,1400,29,0
1644,803,20,0
1129,803,129,0
5040,1400,18,0
2618,1400,64,0
4043,381,100,2
2394,1400,141,0
4965,403,65,1
5444,50,747,13
1435,1400,13,0
6218,50,874,7
2205,15,262,1
6025,111,568,4
3625,55,83,0
5981,160,36,0
809,160,26,0
4527,803,112,0
681,803,30,0
688,111,248,1
2832,1400,61,1
862,1400,28,0
6393,1400,28,0
6324,1400,10,0
3632,191,339,0
1417,803,22,0
1546,53,1412,69
2696,803,32,1
1650,1400,6,0
3063,1400,2,0
1943,1400,20,0
443,50,146,0
1837,1400,174,1
1183,1400,65,0
5352,1400,3,0
84,381,85,4
2202,403,8,0
552,1400,246,6
6479,111,72,0
5382,403,16,0
1626,93,32,0
4385,381,27,1
5369,1400,126,3
3499,1400,60,0
1249,1400,153,2
2551,1400,26,0
6430,161,18,0
2440,1400,65,0
5363,1400,28,0
5564,1400,33,1
4987,193,48,0
5600,191,250,2
1753,1400,4,0
2124,803,6,0
1390,803,8,0
2442,1400,144,2
5097,803,20,0
4891,1400,23,2
592,803,48,0
4220,1400,207,3
4549,1400,29,0
5010,1400,22,0
3134,1400,170,3
6197,803,39,0
2879,1400,10,0
3719,803,148,4
4258,93,35,0
2141,803,143,0
6538,803,13,0
4558,160,13,0
5931,111,58,1
3653,191,59,0
3890,1400,420,5
712,1400,72,0
6005,803,23,0
1615,41,170,23
2131,1400,146,0
377,56,115,10
967,35,206,3
3108,381,21,1
1609,803,21,0
606,1400,196,1
6358,55,15,0
2934,1400,12,0
4502,1400,53,1
5000,1400,116,3
6384,161,11,0
6284,50,117,0
4378,1400,5,0
4498,1400,50,1
2794,1400,115,3
5690,56,563,23
856,803,6,0
1056,1400,12,0
4917,1400,57,0
938,803,24,0
5050,1400,527,4
3794,403,3,0
4786,803,43,0
6455,111,66,0
5053,161,4,0
384,403,63,1
130,111,14,0
870,403,24,2
1771,1400,21,0
2420,193,7,0
5105,111,53,0
1713,381,178,34
3767,1400,107,2
5766,803,38,0
1345,1400,79,1
3029,1400,153,3
5681,803,155,2
5529,803,24,0
1224,803,25,1
2970,1400,10,0
2479,803,29,1
4334,803,38,0
4796,1400,101,0
4619,803,21,0
535,803,20,0
5067,1400,255,1
475,93,64,0
2354,1400,86,0
529,35,33,0
536,161,4,0
5293,161,8,0
4003,193,55,0
6066,403,16,0
1548,1400,160,1
1109,50,917,4
4452,160,66,0
2790,191,118,1
398,1400,17,0
1768,1400,4,0
1619,1400,19,0
138,160,33,0
3066,59,20,0
391,1400,188,2
5626,1400,150,2
4859,1400,142,2
3080,803,23,0
6175,803,19,0
5478,50,21,0
2058,803,31,0
2991,1400,9,0
3931,1400,136,1
1931,1400,60,1
3057,1400,178,1
1355,1400,109,2
3701,1400,128,0
5660,803,22,0
4783,1400,14,0
2925,93,57,1
1209,1400,46,0
3191,161,19,0
3171,1400,6,0
2236,101,1058,27
1786,1400,14,0
3952,50,5,0
1899,1400,26,0
2869,1400,74,1
1814,1400,41,1
309,1400,18,2
4724,803,130,0
353,1400,13,0
5090,803,25,0
2317,1400,5,0
4781,50,451,0
5764,803,41,0
4301,191,152,0
165,1400,49,0
346,803,26,0
2841,1400,15,0
916,803,37,1
1998,1400,91,0
4912,803,31,0
4091,803,39,0
2550,803,19,0
64,1400,40,0
2939,161,33,0
1527,1400,9,0
3150,1400,13,0
6424,803,26,0
1165,803,43,0
5162,1400,13,0
1073,191,144,1
2905,153,166,0
3393,1400,5,0
5967,93,9,0
3959,1400,107,1
759,803,123,0
3285,403,27,2
258,160,11,0
4959,55,253,0
804,803,253,0
1633,308,172,1
3633,1400,19,0
323,1400,32,0
5530,1400,30,0
6174,1400,86,4
1630,1400,44,1
180,35,493,16
838,1400,4,0
4436,1400,49,0
4665,93,38,0
1070,160,37,0
5676,1400,138,1
1506,1400,91,1
1314,803,114,1
1685,803,17,0
3787,1400,61,0
6477,1400,47,0
1588,93,58,0
2155,1400,39,0
214,803,3,0
3335,403,42,0
2409,161,6,0
1728,1400,188,0
2837,1400,12,0
3402,381,22,2
412,56,4,0
174,803,13,0
2744,1400,51,0
2750,1400,133,1
152,1400,221,6
6207,1400,61,0
4566,803,28,0
6331,1400,5,0
3239,1400,33,0
1981,803,116,0
5287,803,131,0
1410,1400,437,5
1364,1400,245,1
4971,1400,46,0
1564,93,49,0
5695,803,4,0
3862,803,6,0
591,803,13,0
1018,803,9,0
3913,101,246,6
4663,191,38,0
4542,191,52,1
4095,50,1339,19
6115,803,12,0
3133,403,3,0
3109,1400,48,0
3737,803,5,0
1505,25,50,1
2746,803,44,0
